mention_id,song_id,brand_id,brand_alias,context,char_start,char_end,sentiment,detection_method,mention_count,context_len,gold_label,sent_pos,sent_neg
2507,3007187,56,jimmy choo,and i dont want to lose i just write me up a check and sell some mason margielas i just write me up a check and sell some mason margielas i done hit in margielas i took his bitch in margielas i sold bricks in margielas i poured a 6 to my brothers make it rain on em umbrella jimmy choo,552,562,negative,nlp_regex_ner,1,285,1,0,1
2508,3007478,24,rollie,im a villain thats winning with precision im killing represent the religion ended up independent took my car to the clinic let em check all the vitals middle finger to rivals michael jackson my idol still ducked in a pie hole talk to the plug everyday except cinco de mayo i still got me a carlo still got monte carlo your car running so bad it stink up the apollo call my rollie a ralo call my ap a,738,744,negative,nlp_regex_ner,1,399,1,0,1
2509,3010329,59,maybach,so ima keep me a wraith my jewelry look like a lake today im in a maybach and that car came with some drapes you know i look like a safe i put you back in your place i look you right in your face sing to your bitch like im drake 2 chainz good drank big knots good stuff,600,607,positive,nlp_regex_ner,1,269,2,1,0
2510,3016765,3,gucci,im on a beast too gucci my feet too fuck around and buy a mink i got cuban on my links i might pull up in a brinks on some rims and some tings give a fuck what you tings think bout,523,528,negative,nlp_regex_ner,2,180,1,0,1
2511,3017253,3,gucci,then i earnt the lombardi aint no fuckboys allowed only fuck if she exclusive her favorite rapper lil boosie to tell the truth i didnt ask when it come to bitches im gucci,800,805,negative,nlp_regex_ner,1,171,1,0,1
2512,3017253,59,maybach,i think i see the people mmm bounce maybach music i took my roof off at the red light i took my roof off at the red light trap trap trap trap trap trap trap trap trap trap trap trap brown bag legend cause its all cash brown bag legend when its all cash trap trap trap trap trap trap trap trap trap trap trap trap first one on the block,116,123,negative,nlp_regex_ner,1,335,1,0,1
2513,3019198,1,chanel,my guy pretty like a girl and he got fight stories to tell i see both sides like chanel see on both sides like chanel swimming laps through pool water heated like im underworld hide my tattoos in shibuya police think im of the underworld 12 treat a nigga like he twelve how you looking up to me and talking down cant you see i am the big man god level i am the,81,87,positive,nlp_regex_ner,2,360,2,1,0
2514,3019513,59,maybach,yeah maybach music went to war beaker scores they continue to fall corner stores wait up hold all these wonderful laws so much violence in the streets ask the powers that be kiss my daughter on the cheek and im strapped as we speak dirty money get bloody you still see the gun wounds but whats funny are the ones that we put the guns to fuck em all kill or be killed its still a thug rule back of class high on grass til i said fuck school whats meant to be is meant to be i rather you than me die with pride forty shells on the murder scene rolls royce leather stitchin in the steerin wheel ninth album ice cube nigga kill at will had to balance double m is the imperial niggas pay respect they mail it in an envelope fuckin centerfolds like i still be dealin dope probably would if youre talkin like fifty or more,411,418,negative,nlp_regex_ner,1,815,1,0,1
2515,3019828,3,gucci,i know the snipers and i flow the nicest fresher than groovey lew at a coogi shoot a multiple weapons in my new gucci boots the bank account done caught the holy ghost i say the bank account done caught the holy ghost hot pastrami for my jewish chicks eight days of christmas every day a newer gift im michael jackson to the rich niggas that leather jacket baby with the 6 zippers suicide or rather crucified i prophesize your whole crew demise mutulu wife reside in cuba nigga shoot you let you bleed out its how they do a nigga,464,469,positive,nlp_regex_ner,1,529,2,1,0
2516,3019835,10,versace,you understand when i get to heaven ill see my grandmother there shell say great god almighty here come my child he mustve got here by prayer did yall hear that thats what my grandmother will say shell say great god almighty here come my boy he mustve got here by prayer versace drawers like im triple platinum forty cars like im triple platinum double rs on the gates like im triple platinum shows cost a hundred like im triple platinum uh triple platinum uh triple platinum triple platinum me and hov back and forth like im triple platinum triple platinum,271,278,positive,nlp_regex_ner,1,557,2,1,0
2517,3019840,59,maybach,what is this maybach music i like this maybach music and we lie together cry together and i swear i hope we fucking die together and ill be loving you forever youre all that i need to get by i used to play hard to get like a sample on a hook we used to play with the pots you told me you was a cook i was runnin too long he was chasin didnt trip howd he do it,13,20,positive,nlp_regex_ner,2,359,2,1,0
2518,3019847,59,maybach,bink be number one welcome to the scientology of hiphop where you must sign a life long contract as well welcome maybach music youre so lucky to grow and age lucky to go insane they say they spotted some cancer mucus built on your brain but you tell me to keep on prayin really this is a blessin many been long and gone family your true possessions admit i made some mistakes cant blame it on adolescence so infected with greed havin somethin to see i was runnin in circles and it was right next to me this must have been gods wishes cause all my friends went to prison nothin like bryan williams,113,120,negative,nlp_regex_ner,1,596,1,0,1
2519,3020095,3,gucci,im the one you wanna see if you wanna buy some d im the nigga vip smoking in front of police im the one dont really care im the one that take it there and its fatboi on the track and its gucci mane la flair haters thought its over,958,963,negative,nlp_regex_ner,3,230,1,0,1
2520,3020960,2,louis vuitton,im schoolin these niggas thats what you call higher learning so listen up grab a chair have a seat crack a beer smoke a blunt watch me the captains here louis vuitton sneaks on the pedal do 100 for a mile like my feet went to sleep on the pedal and no longer am i gonna pop tags off my clothes dudes need to know i spent big cash on my clothes no cash on my hoes just pass all my hoes to my niggas let em hit it then they get passed on some mo got my system amped up and its rattling the trunk niggas know how i get down they just glad it aint the pump bangin,1254,1267,negative,nlp_regex_ner,1,559,1,0,1
2521,3026758,29,moncler,im a menace you really wanna die about a image vegetable turn em to spinach you really gonna cry about this bitches call up your misses embarrass yourself you really gonna move the bitch in give her a ring trick all your wealth i just went and bout her some bundles gave her some hunnas the head was thunder i used to be hurting now im rocking moncler she fill my persona gaved,1076,1083,negative,nlp_regex_ner,1,377,1,0,1
2522,3027408,2,louis vuitton,i just copped some new louis vuitton nigga,1098,1111,negative,nlp_regex_ner,1,42,1,0,1
2523,3028713,1,chanel,and i open up like a double click more blessings because im generous thirtyseater plane for like ten of us remember when i bought sealey the fake chanel wallet she knew that shit was a fraud but never told me about it nowadays when we catchin up we just laugh about it cant describe what my life is like when she asks about it scary whenever i close my eyes at night wakin up to public statements about my private life i can never sleep til mornin on all my quiet nights,1236,1242,positive,nlp_regex_ner,1,470,2,1,0
2524,3032349,2,louis v,you can give that ho the world she still gon want more louis v and birkin bags she still gon want more beyonc and rihanna swag she still gon want more fuck her an hour and a half she still gon want more see i been getting plenty money,55,62,negative,nlp_regex_ner,1,234,1,0,1
2525,3032349,6,birkin,you can give that ho the world she still gon want more louis v and birkin bags she still gon want more beyonc and rihanna swag she still gon want more fuck her an hour and a half she still gon want more see i been getting plenty money,67,73,negative,nlp_regex_ner,1,234,1,0,1
2526,3032568,24,rollie,brad pitt fifty thouwow for a rollie never had shit nother forty k on the trunk dont feel embarrassed i dropped a deuce in the soda draco cant fit in a holster dont get too much closer,709,715,negative,nlp_regex_ner,1,184,1,0,1
2527,3032575,2,louis v,yeah running round spreading rumors telling lies after while you get hit in your mouth ten thou all hundreds small waist up down in my louis v pouch after while they gon have to pay me least fifty k to come stand on they couch finding a way out changing my routes cause im straight up out the dope house,1238,1245,negative,nlp_regex_ner,1,303,1,0,1
2528,3032575,24,rollie,i just might spaz and catch me a murder like oj did beat the shit at trial after while ima pull up in that big b for who cant comprehend bentley truck after while ima pull up on my jeweler tell em bust the rollie down like a bale of kush when i pop me a perc after while i jump in her make her squirt,944,950,negative,nlp_regex_ner,1,300,1,0,1
2529,3043753,41,puma,she wanna stunt like rihanna might make me wear puma gettin checks like kylie,913,917,negative,nlp_regex_ner,1,77,1,0,1
2530,3044486,44,hugo boss,but this aint hugo boss bitch we flossing flossing,349,358,negative,nlp_regex_ner,1,50,1,0,1
2531,3045105,3,gucci,but i couldve been a stylist feel like a jeweler cause i rock so many diamonds could never run for president my past too violent fam so broke that i had to start grindin why im lookin bummy everybody else shinin turned into a burglar and did a couple breakins started as a corner boy then turned into a kingpin walkin in magic lookin like i were el chapo hot damn gucci thats a coldblooded hublot,451,456,negative,nlp_regex_ner,2,396,1,0,1
